WITNESS_POINTS, NUMBER=1830
7.770000,11.750000,0.994838
7.770000,12.250000,0.994838
7.770000,12.750000,0.994838
7.770000,13.250000,0.994838
8.750000,11.750000,0.994838
8.750000,12.250000,0.994838
8.750000,12.750000,0.994838
8.750000,13.250000,0.994838
9.750000,11.750000,0.994838
9.750000,12.250000,0.994838
9.750000,12.750000,0.994838
9.750000,13.250000,0.994838
10.750000,11.750000,0.994838
10.750000,12.250000,0.994838
10.750000,12.750000,0.994838
10.750000,13.250000,0.994838
12.750000,11.750000,0.994838
12.750000,12.250000,0.994838
12.750000,12.750000,0.994838
12.750000,13.250000,0.994838
15.750000,11.750000,0.994838
15.750000,12.250000,0.994838
15.750000,12.750000,0.994838
15.750000,13.250000,0.994838
6.250000,12.500000,0.994838
6.750000,12.500000,0.994838
7.250000,12.500000,0.994838
7.750000,12.500000,0.994838
8.250000,12.500000,0.994838
8.750000,12.500000,0.994838
9.250000,12.500000,0.994838
9.750000,12.500000,0.994838
10.250000,12.500000,0.994838
10.750000,12.500000,0.994838
11.250000,12.500000,0.994838
11.750000,12.500000,0.994838
12.250000,12.500000,0.994838
12.750000,12.500000,0.994838
13.250000,12.500000,0.994838
13.750000,12.500000,0.994838
14.250000,12.500000,0.994838
14.750000,12.500000,0.994838
15.250000,12.500000,0.994838
15.750000,12.500000,0.994838
6.750000,12.500000,1.099557
6.633022,12.821394,1.099557
6.336824,12.992404,1.099557
6.000000,12.933013,1.099557
5.780154,12.671010,1.099557
5.780154,12.328990,1.099557
6.000000,12.066987,1.099557
6.336824,12.007596,1.099557
6.633022,12.178606,1.099557
6.810000,11.750000,1.099557
6.810000,12.250000,1.099557
6.810000,12.750000,1.099557
6.810000,13.250000,1.099557
7.290000,11.750000,1.099557
7.290000,12.250000,1.099557
7.290000,12.750000,1.099557
7.290000,13.250000,1.099557
7.770000,11.750000,1.099557
7.770000,12.250000,1.099557
7.770000,12.750000,1.099557
7.770000,13.250000,1.099557
8.750000,11.750000,1.099557
8.750000,12.250000,1.099557
8.750000,12.750000,1.099557
8.750000,13.250000,1.099557
9.750000,11.750000,1.099557
9.750000,12.250000,1.099557
9.750000,12.750000,1.099557
9.750000,13.250000,1.099557
10.750000,11.750000,1.099557
10.750000,12.250000,1.099557
10.750000,12.750000,1.099557
10.750000,13.250000,1.099557
12.750000,11.750000,1.099557
12.750000,12.250000,1.099557
12.750000,12.750000,1.099557
12.750000,13.250000,1.099557
15.750000,11.750000,1.099557
15.750000,12.250000,1.099557
15.750000,12.750000,1.099557
15.750000,13.250000,1.099557
6.250000,12.500000,1.099557
6.750000,12.500000,1.099557
7.250000,12.500000,1.099557
7.750000,12.500000,1.099557
8.250000,12.500000,1.099557
8.750000,12.500000,1.099557
9.250000,12.500000,1.099557
9.750000,12.500000,1.099557
10.250000,12.500000,1.099557
10.750000,12.500000,1.099557
11.250000,12.500000,1.099557
11.750000,12.500000,1.099557
12.250000,12.500000,1.099557
12.750000,12.500000,1.099557
13.250000,12.500000,1.099557
13.750000,12.500000,1.099557
14.250000,12.500000,1.099557
14.750000,12.500000,1.099557
15.250000,12.500000,1.099557
15.750000,12.500000,1.099557
6.750000,12.500000,1.204277
6.633022,12.821394,1.204277
6.336824,12.992404,1.204277
6.000000,12.933013,1.204277
5.780154,12.671010,1.204277
5.780154,12.328990,1.204277
6.000000,12.066987,1.204277
6.336824,12.007596,1.204277
6.633022,12.178606,1.204277
6.810000,11.750000,1.204277
6.810000,12.250000,1.204277
6.810000,12.750000,1.204277
6.810000,13.250000,1.204277
7.290000,11.750000,1.204277
7.290000,12.250000,1.204277
7.290000,12.750000,1.204277
7.290000,13.250000,1.204277
7.770000,11.750000,1.204277
7.770000,12.250000,1.204277
7.770000,12.750000,1.204277
7.770000,13.250000,1.204277
8.750000,11.750000,1.204277
8.750000,12.250000,1.204277
8.750000,12.750000,1.204277
8.750000,13.250000,1.204277
9.750000,11.750000,1.204277
9.750000,12.250000,1.204277
9.750000,12.750000,1.204277
9.750000,13.250000,1.204277
10.750000,11.750000,1.204277
10.750000,12.250000,1.204277
10.750000,12.750000,1.204277
10.750000,13.250000,1.204277
12.750000,11.750000,1.204277
12.750000,12.250000,1.204277
12.750000,12.750000,1.204277
12.750000,13.250000,1.204277
15.750000,11.750000,1.204277
15.750000,12.250000,1.204277
15.750000,12.750000,1.204277
15.750000,13.250000,1.204277
6.250000,12.500000,1.204277
6.750000,12.500000,1.204277
7.250000,12.500000,1.204277
7.750000,12.500000,1.204277
8.250000,12.500000,1.204277
8.750000,12.500000,1.204277
9.250000,12.500000,1.204277
9.750000,12.500000,1.204277
10.250000,12.500000,1.204277
10.750000,12.500000,1.204277
11.250000,12.500000,1.204277
11.750000,12.500000,1.204277
12.250000,12.500000,1.204277
12.750000,12.500000,1.204277
13.250000,12.500000,1.204277
13.750000,12.500000,1.204277
14.250000,12.500000,1.204277
14.750000,12.500000,1.204277
15.250000,12.500000,1.204277
15.750000,12.500000,1.204277
6.750000,12.500000,1.308997
6.633022,12.821394,1.308997
6.336824,12.992404,1.308997
6.000000,12.933013,1.308997
5.780154,12.671010,1.308997
