WITNESS_POINTS, NUMBER=2745
12.250000,12.500000,0.663225
12.750000,12.500000,0.663225
13.250000,12.500000,0.663225
13.750000,12.500000,0.663225
14.250000,12.500000,0.663225
14.750000,12.500000,0.663225
15.250000,12.500000,0.663225
15.750000,12.500000,0.663225
6.750000,12.500000,0.733038
6.633022,12.821394,0.733038
6.336824,12.992404,0.733038
6.000000,12.933013,0.733038
5.780154,12.671010,0.733038
5.780154,12.328990,0.733038
6.000000,12.066987,0.733038
6.336824,12.007596,0.733038
6.633022,12.178606,0.733038
6.810000,11.750000,0.733038
6.810000,12.250000,0.733038
6.810000,12.750000,0.733038
6.810000,13.250000,0.733038
7.290000,11.750000,0.733038
7.290000,12.250000,0.733038
7.290000,12.750000,0.733038
7.290000,13.250000,0.733038
7.770000,11.750000,0.733038
7.770000,12.250000,0.733038
7.770000,12.750000,0.733038
7.770000,13.250000,0.733038
8.750000,11.750000,0.733038
8.750000,12.250000,0.733038
8.750000,12.750000,0.733038
8.750000,13.250000,0.733038
9.750000,11.750000,0.733038
9.750000,12.250000,0.733038
9.750000,12.750000,0.733038
9.750000,13.250000,0.733038
10.750000,11.750000,0.733038
10.750000,12.250000,0.733038
10.750000,12.750000,0.733038
10.750000,13.250000,0.733038
12.750000,11.750000,0.733038
12.750000,12.250000,0.733038
12.750000,12.750000,0.733038
12.750000,13.250000,0.733038
15.750000,11.750000,0.733038
15.750000,12.250000,0.733038
15.750000,12.750000,0.733038
15.750000,13.250000,0.733038
6.250000,12.500000,0.733038
6.750000,12.500000,0.733038
7.250000,12.500000,0.733038
7.750000,12.500000,0.733038
8.250000,12.500000,0.733038
8.750000,12.500000,0.733038
9.250000,12.500000,0.733038
9.750000,12.500000,0.733038
10.250000,12.500000,0.733038
10.750000,12.500000,0.733038
11.250000,12.500000,0.733038
11.750000,12.500000,0.733038
12.250000,12.500000,0.733038
12.750000,12.500000,0.733038
13.250000,12.500000,0.733038
13.750000,12.500000,0.733038
14.250000,12.500000,0.733038
14.750000,12.500000,0.733038
15.250000,12.500000,0.733038
15.750000,12.500000,0.733038
6.750000,12.500000,0.802851
6.633022,12.821394,0.802851
6.336824,12.992404,0.802851
6.000000,12.933013,0.802851
5.780154,12.671010,0.802851
5.780154,12.328990,0.802851
6.000000,12.066987,0.802851
6.336824,12.007596,0.802851
6.633022,12.178606,0.802851
6.810000,11.750000,0.802851
6.810000,12.250000,0.802851
6.810000,12.750000,0.802851
6.810000,13.250000,0.802851
7.290000,11.750000,0.802851
7.290000,12.250000,0.802851
7.290000,12.750000,0.802851
7.290000,13.250000,0.802851
7.770000,11.750000,0.802851
7.770000,12.250000,0.802851
7.770000,12.750000,0.802851
7.770000,13.250000,0.802851
8.750000,11.750000,0.802851
8.750000,12.250000,0.802851
8.750000,12.750000,0.802851
8.750000,13.250000,0.802851
9.750000,11.750000,0.802851
9.750000,12.250000,0.802851
9.750000,12.750000,0.802851
9.750000,13.250000,0.802851
10.750000,11.750000,0.802851
10.750000,12.250000,0.802851
10.750000,12.750000,0.802851
10.750000,13.250000,0.802851
12.750000,11.750000,0.802851
12.750000,12.250000,0.802851
12.750000,12.750000,0.802851
12.750000,13.250000,0.802851
15.750000,11.750000,0.802851
15.750000,12.250000,0.802851
15.750000,12.750000,0.802851
15.750000,13.250000,0.802851
6.250000,12.500000,0.802851
6.750000,12.500000,0.802851
7.250000,12.500000,0.802851
7.750000,12.500000,0.802851
8.250000,12.500000,0.802851
8.750000,12.500000,0.802851
9.250000,12.500000,0.802851
9.750000,12.500000,0.802851
10.250000,12.500000,0.802851
10.750000,12.500000,0.802851
11.250000,12.500000,0.802851
11.750000,12.500000,0.802851
12.250000,12.500000,0.802851
12.750000,12.500000,0.802851
13.250000,12.500000,0.802851
13.750000,12.500000,0.802851
14.250000,12.500000,0.802851
14.750000,12.500000,0.802851
15.250000,12.500000,0.802851
15.750000,12.500000,0.802851
6.750000,12.500000,0.872665
6.633022,12.821394,0.872665
6.336824,12.992404,0.872665
6.000000,12.933013,0.872665
5.780154,12.671010,0.872665
5.780154,12.328990,0.872665
6.000000,12.066987,0.872665
6.336824,12.007596,0.872665
6.633022,12.178606,0.872665
6.810000,11.750000,0.872665
6.810000,12.250000,0.872665
6.810000,12.750000,0.872665
6.810000,13.250000,0.872665
7.290000,11.750000,0.872665
7.290000,12.250000,0.872665
7.290000,12.750000,0.872665
7.290000,13.250000,0.872665
7.770000,11.750000,0.872665
7.770000,12.250000,0.872665
7.770000,12.750000,0.872665
7.770000,13.250000,0.872665
8.750000,11.750000,0.872665
8.750000,12.250000,0.872665
8.750000,12.750000,0.872665
8.750000,13.250000,0.872665
9.750000,11.750000,0.872665
9.750000,12.250000,0.872665
9.750000,12.750000,0.872665
9.750000,13.250000,0.872665
10.750000,11.750000,0.872665
10.750000,12.250000,0.872665
10.750000,12.750000,0.872665
10.750000,13.250000,0.872665
12.750000,11.750000,0.872665
12.750000,12.250000,0.872665
12.750000,12.750000,0.872665
12.750000,13.250000,0.872665
15.750000,11.750000,0.872665
15.750000,12.250000,0.872665
15.750000,12.750000,0.872665
15.750000,13.250000,0.872665
6.250000,12.500000,0.872665
6.750000,12.500000,0.872665
7.250000,12.500000,0.872665
7.750000,12.500000,0.872665
8.250000,12.500000,0.872665
8.750000,12.500000,0.872665
9.250000,12.500000,0.872665
9.750000,12.500000,0.872665
10.250000,12.500000,0.872665
10.750000,12.500000,0.872665
11.250000,12.500000,0.872665
11.750000,12.500000,0.872665
12.250000,12.500000,0.872665
12.750000,12.500000,0.872665
13.250000,12.500000,0.872665
13.750000,12.500000,0.872665
14.250000,12.500000,0.872665
14.750000,12.500000,0.872665
15.250000,12.500000,0.872665
15.750000,12.500000,0.872665
6.750000,12.500000,0.942478
6.633022,12.821394,0.942478
6.336824,12.992404,0.942478
6.000000,12.933013,0.942478
5.780154,12.671010,0.942478
5.780154,12.328990,0.942478
6.000000,12.066987,0.942478
6.336824,12.007596,0.942478
6.633022,12.178606,0.942478
6.810000,11.750000,0.942478
6.810000,12.250000,0.942478
6.810000,12.750000,0.942478
6.810000,13.250000,0.942478
7.290000,11.750000,0.942478
7.290000,12.250000,0.942478
7.290000,12.750000,0.942478
7.290000,13.250000,0.942478
7.770000,11.750000,0.942478
7.770000,12.250000,0.942478
7.770000,12.750000,0.942478
7.770000,13.250000,0.942478
8.750000,11.750000,0.942478
8.750000,12.250000,0.942478
8.750000,12.750000,0.942478
8.750000,13.250000,0.942478
9.750000,11.750000,0.942478
9.750000,12.250000,0.942478
9.750000,12.750000,0.942478
9.750000,13.250000,0.942478
10.750000,11.750000,0.942478
10.750000,12.250000,0.942478
10.750000,12.750000,0.942478
10.750000,13.250000,0.942478
12.750000,11.750000,0.942478
12.750000,12.250000,0.942478
12.750000,12.750000,0.942478
12.750000,13.250000,0.942478
15.750000,11.750000,0.942478
15.750000,12.250000,0.942478
15.750000,12.750000,0.942478
15.750000,13.250000,0.942478
6.250000,12.500000,0.942478
6.750000,12.500000,0.942478
7.250000,12.500000,0.942478
7.750000,12.500000,0.942478
8.250000,12.500000,0.942478
8.750000,12.500000,0.942478
9.250000,12.500000,0.942478
9.750000,12.500000,0.942478
10.250000,12.500000,0.942478
10.750000,12.500000,0.942478
11.250000,12.500000,0.942478
11.750000,12.500000,0.942478
12.250000,12.500000,0.942478
12.750000,12.500000,0.942478
13.250000,12.500000,0.942478
13.750000,12.500000,0.942478
14.250000,12.500000,0.942478
14.750000,12.500000,0.942478
15.250000,12.500000,0.942478
15.750000,12.500000,0.942478
6.750000,12.500000,1.012291
6.633022,12.821394,1.012291
6.336824,12.992404,1.012291
6.000000,12.933013,1.012291
5.780154,12.671010,1.012291
5.780154,12.328990,1.012291
6.000000,12.066987,1.012291
6.336824,12.007596,1.012291
6.633022,12.178606,1.012291
6.810000,11.750000,1.012291
6.810000,12.250000,1.012291
6.810000,12.750000,1.012291
6.810000,13.250000,1.012291
7.290000,11.750000,1.012291
7.290000,12.250000,1.012291
7.290000,12.750000,1.012291
7.290000,13.250000,1.012291
7.770000,11.750000,1.012291
7.770000,12.250000,1.012291
7.770000,12.750000,1.012291
7.770000,13.250000,1.012291
8.750000,11.750000,1.012291
8.750000,12.250000,1.012291
8.750000,12.750000,1.012291
8.750000,13.250000,1.012291
9.750000,11.750000,1.012291
9.750000,12.250000,1.012291
9.750000,12.750000,1.012291
9.750000,13.250000,1.012291
10.750000,11.750000,1.012291
10.750000,12.250000,1.012291
10.750000,12.750000,1.012291
10.750000,13.250000,1.012291
12.750000,11.750000,1.012291
12.750000,12.250000,1.012291
12.750000,12.750000,1.012291
12.750000,13.250000,1.012291
15.750000,11.750000,1.012291
15.750000,12.250000,1.012291
15.750000,12.750000,1.012291
15.750000,13.250000,1.012291
6.250000,12.500000,1.012291
6.750000,12.500000,1.012291
7.250000,12.500000,1.012291
7.750000,12.500000,1.012291
8.250000,12.500000,1.012291
8.750000,12.500000,1.012291
9.250000,12.500000,1.012291
9.750000,12.500000,1.012291
10.250000,12.500000,1.012291
10.750000,12.500000,1.012291
11.250000,12.500000,1.012291
11.750000,12.500000,1.012291
12.250000,12.500000,1.012291
12.750000,12.500000,1.012291
13.250000,12.500000,1.012291
13.750000,12.500000,1.012291
14.250000,12.500000,1.012291
14.750000,12.500000,1.012291
15.250000,12.500000,1.012291
15.750000,12.500000,1.012291
6.750000,12.500000,1.082104
6.633022,12.821394,1.082104
6.336824,12.992404,1.082104
6.000000,12.933013,1.082104
5.780154,12.671010,1.082104
5.780154,12.328990,1.082104
6.000000,12.066987,1.082104
6.336824,12.007596,1.082104
6.633022,12.178606,1.082104
6.810000,11.750000,1.082104
6.810000,12.250000,1.082104
